,track_id,bit_rate,comments,composer,date_created,date_recorded,duration,favorites,genre_top,genres,genres_all,information,interest,language_code,license,listens,lyricist,number,publisher,tags,title
555,1773,256000,0,,2008-11-26 03:06:56,,79,0,Rock,[12],[12],,394,en,Attribution-NonCommercial-ShareAlike 3.0 International,64,,6,,[],Triplets
556,1780,160000,0,The Functional Blackouts,2008-11-26 03:07:19,2007-03-22 00:00:00,116,1,Rock,[25],"[25, 12]",,488,en,Attribution-NonCommercial-ShareAlike 3.0 International,108,,1,,[],Another Planet
557,1781,160000,0,The Functional Blackouts,2008-11-26 03:07:21,2002-01-01 00:00:00,132,0,Rock,[25],"[25, 12]",,647,en,Attribution-NonCommercial-ShareAlike 3.0 International,132,,4,,[],Selective Memory
558,1782,160000,0,,2008-11-26 03:07:22,2003-01-01 00:00:00,110,1,Rock,[25],"[25, 12]",,676,en,Attribution-NonCommercial-ShareAlike 3.0 International,252,,2,,[],"(Narcisistic And Sadistic, Nihilistic) Tick Tick Tick Tick!"
559,1783,256000,0,,2008-11-26 03:07:24,2005-01-01 00:00:00,170,1,Rock,[12],[12],,969,en,Attribution-NonCommercial-ShareAlike 3.0 International,322,,1,,[],Her Opening
560,1784,256000,0,,2008-11-26 03:07:26,2005-11-04 00:00:00,106,0,Rock,[12],[12],,501,en,Attribution-NonCommercial-ShareAlike 3.0 International,95,,1,,[],My Continent
561,1785,256000,0,,2008-11-26 03:07:29,1999-11-26 00:00:00,35,0,Rock,[12],[12],,609,en,Attribution-NonCommercial-ShareAlike 3.0 International,108,,1,,[],Stereophonic Nagging
562,1786,256000,0,,2008-11-26 03:07:30,2005-11-04 00:00:00,111,0,Rock,[12],[12],,479,en,Attribution-NonCommercial-ShareAlike 3.0 International,146,,2,,[],At the Disco
563,1787,256000,0,,2008-11-26 03:07:31,2005-01-01 00:00:00,81,0,Rock,[12],[12],,872,en,Attribution-NonCommercial-ShareAlike 3.0 International,155,,2,,[],"I Am Air, You Are Hair"
564,1788,256000,0,,2008-11-26 03:07:34,1999-11-26 00:00:00,54,0,Rock,[12],[12],,587,en,Attribution-NonCommercial-ShareAlike 3.0 International,114,,2,,[],Porch Light Summer Staffhouse
565,1789,256000,0,,2008-11-26 03:07:35,1999-11-26 00:00:00,120,0,Rock,[12],[12],,446,en,Attribution-NonCommercial-ShareAlike 3.0 International,216,,3,,[],Encephalitis
566,1790,256000,0,,2008-11-26 03:07:37,2005-11-04 00:00:00,73,0,Rock,[12],[12],,405,en,Attribution-NonCommercial-ShareAlike 3.0 International,115,,3,,[],She's Blonde She Matches
567,1791,256000,0,,2008-11-26 03:07:40,2005-01-01 00:00:00,32,1,Rock,[12],[12],,487,en,Attribution-NonCommercial-ShareAlike 3.0 International,170,,3,,[],The Devil Told Him
568,1792,256000,0,,2008-11-26 03:07:43,2005-11-04 00:00:00,154,0,Rock,[12],[12],,445,en,Attribution-NonCommercial-ShareAlike 3.0 International,194,,4,,[],Signs on the Ceiling
569,1793,256000,0,,2008-11-26 03:07:45,2005-01-01 00:00:00,285,1,Rock,[12],[12],,2113,en,Attribution-NonCommercial-ShareAlike 3.0 International,845,,4,,[],We're Flying Around In Our Haunted House
570,1794,256000,0,,2008-11-26 03:07:48,1999-11-26 00:00:00,45,0,Rock,[12],[12],,965,en,Attribution-NonCommercial-ShareAlike 3.0 International,128,,4,,[],Wrinkle Star
571,1795,256000,0,,2008-11-26 03:07:50,2005-11-04 00:00:00,229,0,Rock,[12],[12],,364,en,Attribution-NonCommercial-ShareAlike 3.0 International,75,,5,,[],Backseat Upstairs
572,1796,256000,0,,2008-11-26 03:07:53,2005-01-01 00:00:00,147,0,Rock,[12],[12],,1088,en,Attribution-NonCommercial-ShareAlike 3.0 International,127,,5,,[],Cemetery
573,1797,256000,0,,2008-11-26 03:07:56,1999-11-26 00:00:00,89,0,Rock,[12],[12],,932,en,Attribution-NonCommercial-ShareAlike 3.0 International,485,,5,,[],Jaws Drop Baby Side
574,1798,256000,0,,2008-11-26 03:07:57,2005-11-04 00:00:00,125,1,Rock,[12],[12],,568,en,Attribution-NonCommercial-ShareAlike 3.0 International,271,,6,,[],Angel on the Earth
575,1799,256000,0,,2008-11-26 03:08:00,2005-01-01 00:00:00,63,1,Rock,[12],[12],,2730,en,Attribution-NonCommercial-ShareAlike 3.0 International,665,,6,,[],Beach Ball
576,1800,256000,0,,2008-11-26 03:08:03,1999-11-26 00:00:00,87,0,Rock,[12],[12],,1165,en,Attribution-NonCommercial-ShareAlike 3.0 International,235,,6,,[],Shazamm
577,1801,256000,0,,2008-11-26 03:08:06,2005-11-04 00:00:00,148,2,Rock,[12],[12],,688,en,Attribution-NonCommercial-ShareAlike 3.0 International,282,,7,,[],Bitch Bitch Bitch
578,1802,256000,0,,2008-11-26 03:08:08,1999-11-26 00:00:00,167,0,Rock,[12],[12],,690,en,Attribution-NonCommercial-ShareAlike 3.0 International,127,,7,,[],Start from Scratch
579,1803,256000,0,,2008-11-26 03:08:10,2005-01-01 00:00:00,202,0,Rock,[12],[12],,634,en,Attribution-NonCommercial-ShareAlike 3.0 International,93,,7,,[],Why Not More?
580,1804,256000,0,,2008-11-26 03:08:15,2005-11-04 00:00:00,175,0,Rock,[12],[12],,1236,en,Attribution-NonCommercial-ShareAlike 3.0 International,524,,8,,[],At the Gym
581,1805,256000,0,,2008-11-26 03:08:19,1999-11-26 00:00:00,171,1,Rock,[12],[12],,725,en,Attribution-NonCommercial-ShareAlike 3.0 International,223,,8,,[],Doctor Hines Office...
582,1806,256000,0,,2008-11-26 03:08:21,2005-01-01 00:00:00,182,0,Rock,[12],[12],,722,en,Attribution-NonCommercial-ShareAlike 3.0 International,86,,8,,[],The Secret
583,1807,256000,0,,2008-11-26 03:08:23,1999-11-26 00:00:00,91,0,Rock,[12],[12],,532,en,Attribution-NonCommercial-ShareAlike 3.0 International,64,,9,,[],Class One A Clear Channel Station
584,1808,256000,0,,2008-11-26 03:08:26,2005-11-04 00:00:00,134,0,Rock,[12],[12],,480,en,Attribution-NonCommercial-ShareAlike 3.0 International,137,,9,,[],I Turned on My Brand New Liberace CD
585,1809,256000,0,,2008-11-26 03:08:29,2005-01-01 00:00:00,172,0,Rock,[12],[12],,584,en,Attribution-NonCommercial-ShareAlike 3.0 International,249,,9,,[],Prickly Vacation
586,1810,256000,0,,2008-11-26 03:08:31,2005-11-04 00:00:00,90,0,Rock,[12],[12],,806,en,Attribution-NonCommercial-ShareAlike 3.0 International,430,,10,,[],Bramble Thorns
587,1811,256000,0,,2008-11-26 03:08:33,2005-01-01 00:00:00,131,0,Rock,[12],[12],,323,en,Attribution-NonCommercial-ShareAlike 3.0 International,80,,10,,[],I'm a Mosquito
588,1812,256000,0,,2008-11-26 03:08:35,1999-11-26 00:00:00,10,0,Rock,[12],[12],,1085,en,Attribution-NonCommercial-ShareAlike 3.0 International,363,,10,,[],Wib Salami
589,1813,256000,0,,2008-11-26 03:08:36,1999-11-26 00:00:00,29,0,Rock,[12],[12],,949,en,Attribution-NonCommercial-ShareAlike 3.0 International,387,,11,,[],6:30 am
590,1814,256000,0,,2008-11-26 03:08:37,2005-01-01 00:00:00,182,0,Rock,[12],[12],,365,en,Attribution-NonCommercial-ShareAlike 3.0 International,95,,11,,[],In the Shade of Her Lemonade
591,1815,256000,0,,2008-11-26 03:08:40,2005-11-04 00:00:00,355,0,Rock,[12],[12],,528,en,Attribution-NonCommercial-ShareAlike 3.0 International,98,,11,,[],The Hidden Woman
592,1816,256000,0,,2008-11-26 03:08:44,1999-11-26 00:00:00,227,0,Rock,[12],[12],,691,en,Attribution-NonCommercial-ShareAlike 3.0 International,105,,12,,[],Anchovy Eye
593,1817,256000,0,,2008-11-26 03:08:46,2005-01-01 00:00:00,76,0,Rock,[12],[12],,492,en,Attribution-NonCommercial-ShareAlike 3.0 International,194,,12,,[],Green Glass Gates
594,1818,256000,0,,2008-11-26 03:08:49,2005-11-04 00:00:00,251,1,Rock,[12],[12],,761,en,Attribution-NonCommercial-ShareAlike 3.0 International,174,,12,,[],Your Body Is Out of Control
595,1819,256000,0,,2008-11-26 03:08:51,2005-01-01 00:00:00,151,0,Rock,[12],[12],,477,en,Attribution-NonCommercial-ShareAlike 3.0 International,49,,13,,[],Lamb
596,1820,256000,0,,2008-11-26 03:08:53,2005-11-04 00:00:00,171,0,Rock,[12],[12],,428,en,Attribution-NonCommercial-ShareAlike 3.0 International,129,,13,,[],Singersongwriters
597,1821,256000,0,,2008-11-26 03:08:56,1999-11-26 00:00:00,103,0,Rock,[12],[12],,549,en,Attribution-NonCommercial-ShareAlike 3.0 International,273,,13,,[],The Diamond Heist
598,1822,256000,0,,2008-11-26 03:08:57,1999-11-26 00:00:00,73,3,Rock,[12],[12],,3856,en,Attribution-NonCommercial-ShareAlike 3.0 International,2023,,14,,[],Beach Baby
599,1823,256000,0,,2008-11-26 03:08:59,2005-01-01 00:00:00,175,0,Rock,[12],[12],,1166,en,Attribution-NonCommercial-ShareAlike 3.0 International,129,,14,,[],Mr. Man
600,1824,256000,0,,2008-11-26 03:09:02,1999-11-26 00:00:00,300,0,Rock,[12],[12],,487,en,Attribution-NonCommercial-ShareAlike 3.0 International,219,,15,,[],Everything Is Blooming
601,1825,256000,0,,2008-11-26 03:09:06,2005-01-01 00:00:00,89,0,Rock,[12],[12],,791,en,Attribution-NonCommercial-ShareAlike 3.0 International,84,,15,,[],Finally We Have No Hair
602,1826,256000,0,,2008-11-26 03:09:07,2005-01-01 00:00:00,86,0,Rock,[12],[12],,733,en,Attribution-NonCommercial-ShareAlike 3.0 International,94,,16,,[],A Tree & a Stone
603,1827,256000,0,,2008-11-26 03:09:09,1999-11-26 00:00:00,170,0,Rock,[12],[12],,495,en,Attribution-NonCommercial-ShareAlike 3.0 International,141,,16,,[],I Am the International Banana
604,1828,256000,0,,2008-11-26 03:09:12,1999-11-26 00:00:00,227,0,Rock,[12],[12],,698,en,Attribution-NonCommercial-ShareAlike 3.0 International,174,,17,,[],Prickly Vacation
605,1829,256000,0,,2008-11-26 03:09:14,1999-11-26 00:00:00,172,0,Rock,[12],[12],,791,en,Attribution-NonCommercial-ShareAlike 3.0 International,185,,18,,[],Birth of a Baby
606,1830,256000,0,,2008-11-26 03:09:17,1999-11-26 00:00:00,185,0,Rock,[12],[12],,700,en,Attribution-NonCommercial-ShareAlike 3.0 International,206,,19,,[],Do I Tingle? Up?
607,1831,256000,0,,2008-11-26 03:09:20,1999-11-26 00:00:00,160,0,Rock,[12],[12],,924,en,Attribution-NonCommercial-ShareAlike 3.0 International,321,,20,,[],Sgt. Sunshine & You
608,1832,256000,0,,2008-11-26 03:09:21,1999-11-26 00:00:00,102,0,Rock,[12],[12],,402,en,Attribution-NonCommercial-ShareAlike 3.0 International,28,,21,,[],c.c. To Andy
609,1833,256000,0,,2008-11-26 03:09:24,1999-11-26 00:00:00,100,0,Rock,[12],[12],,1185,en,Attribution-NonCommercial-ShareAlike 3.0 International,114,,22,,[],Barefoot Sound
610,1834,256000,0,,2008-11-26 03:09:25,1999-11-26 00:00:00,65,0,Rock,[12],[12],,500,en,Attribution-NonCommercial-ShareAlike 3.0 International,124,,23,,[],Mr. Feleppa...Goes to...
611,1835,256000,0,,2008-11-26 03:09:27,1999-11-26 00:00:00,179,0,Rock,[12],[12],,699,en,Attribution-NonCommercial-ShareAlike 3.0 International,35,,24,,[],Noyac Bay
612,1836,192000,0,,2008-11-26 03:09:29,2007-01-01 00:00:00,152,3,Rock,[12],[12],,1426,en,Attribution-NonCommercial-ShareAlike 3.0 International,518,,2,,[],And In Time
613,1837,192000,0,,2008-11-26 03:09:32,2007-01-01 00:00:00,143,1,Rock,[12],[12],,1207,en,Attribution-NonCommercial-ShareAlike 3.0 International,518,,3,,[],If We Don't Realise
614,1860,256000,0,,2008-11-26 03:10:39,2008-11-26 00:00:00,194,0,Rock,[12],[12],,1526,en,Attribution-Noncommercial-Share Alike 3.0 United States,89,,1,,[],Between
615,1861,256000,0,,2008-11-26 03:10:41,2008-11-26 00:00:00,207,0,Rock,[12],[12],,1195,en,Attribution-Noncommercial-Share Alike 3.0 United States,155,,2,,[],Babies
616,1882,160000,0,,2008-11-26 03:11:40,2008-11-26 00:00:00,150,0,Rock,[12],[12],,748,en,Attribution-NonCommercial-ShareAlike 3.0 International,306,,0,,[],Don't Blame Me
617,1883,160000,0,,2008-11-26 03:11:42,2008-11-26 00:00:00,158,10,Rock,[12],[12],,2711,en,Attribution-NonCommercial-ShareAlike 3.0 International,2403,,0,,[],I Do What I Do
618,1884,160000,0,,2008-11-26 03:11:44,2008-11-26 00:00:00,191,3,Rock,[12],[12],,1426,en,Attribution-NonCommercial-ShareAlike 3.0 International,542,,0,,[],I Found Love
619,1885,160000,0,,2008-11-26 03:11:46,2008-11-26 00:00:00,226,0,Rock,[12],[12],,689,en,Attribution-NonCommercial-ShareAlike 3.0 International,191,,0,,[],Mob City Hustle
620,1886,160000,0,,2008-11-26 03:11:48,2008-11-26 00:00:00,190,0,Rock,[12],[12],,489,en,Attribution-NonCommercial-ShareAlike 3.0 International,214,,0,,[],Somewhere New
621,1887,160000,0,,2008-11-26 03:11:51,2008-11-26 00:00:00,100,1,Rock,[12],[12],,662,en,Attribution-NonCommercial-ShareAlike 3.0 International,287,,0,,[],Wandering
622,1888,192000,0,,2008-11-26 03:11:52,2008-11-26 00:00:00,328,6,Rock,[12],[12],,1800,en,Attribution-Noncommercial-Share Alike 3.0 United States,1291,,1,,[],Kingsmeat
623,1889,192000,1,,2008-11-26 03:11:55,2008-11-26 00:00:00,183,10,Rock,[12],[12],,2056,en,Attribution-Noncommercial-Share Alike 3.0 United States,1473,,2,,[],The Freak Was Clean
624,1890,192000,0,,2008-11-26 03:11:59,2008-11-26 00:00:00,321,13,Rock,[12],[12],,2022,en,Attribution-Noncommercial-Share Alike 3.0 United States,1185,,3,,[],Quadrospazzed
625,1891,192000,0,,2008-11-26 03:12:02,2008-11-26 00:00:00,303,22,Rock,[12],[12],,37395,en,Attribution-Noncommercial-Share Alike 3.0 United States,4896,,4,,[],Kids In Cars
626,1898,256000,0,,2008-11-26 03:12:20,2003-01-01 00:00:00,210,1,Rock,[12],[12],,1623,en,Attribution-Noncommercial-Share Alike 3.0 United States,740,,1,,[],Downtown
627,1899,256000,0,,2008-11-26 03:12:22,2003-01-01 00:00:00,200,0,Rock,[12],[12],,1602,en,Attribution-Noncommercial-Share Alike 3.0 United States,286,,2,,[],Sleeping Chance
628,1900,256000,0,,2008-11-26 03:12:26,2003-01-01 00:00:00,311,1,Rock,[12],[12],,1289,en,Attribution-Noncommercial-Share Alike 3.0 United States,302,,3,,[],Sterling
629,1901,256000,0,,2008-11-26 03:12:30,2003-01-01 00:00:00,241,2,Rock,[12],[12],,2470,en,Attribution-Noncommercial-Share Alike 3.0 United States,261,,4,,[],Both Sides
630,1902,256000,0,,2008-11-26 03:12:34,2003-01-01 00:00:00,282,0,Rock,[12],[12],,999,en,Attribution-Noncommercial-Share Alike 3.0 United States,271,,5,,[],Afterture
631,1930,256000,0,,2008-11-26 03:14:00,,233,3,Rock,[98],"[98, 12]",,5116,en,Attribution-Noncommercial-Share Alike 3.0 United States,2464,,5,,[],So Thereby...and furthermore...thus henceforth...Mono
632,1940,256000,0,,2008-11-26 03:14:37,2008-11-26 00:00:00,161,2,Rock,[12],[12],,749,en,Attribution-Noncommercial-Share Alike 3.0 United States,396,,1,,[],Bald Bull
633,1941,256000,0,,2008-11-26 03:14:40,2008-11-26 00:00:00,216,0,Rock,[12],[12],,744,en,Attribution-Noncommercial-Share Alike 3.0 United States,356,,1,,[],Black Socks
634,1942,256000,0,,2008-11-26 03:14:44,2008-11-26 00:00:00,251,1,Rock,[12],[12],,600,en,Attribution-Noncommercial-Share Alike 3.0 United States,213,,1,,[],Drug Orgy
635,1943,256000,0,,2008-11-26 03:14:46,2008-11-26 00:00:00,94,0,Rock,[12],[12],,683,en,Attribution-Noncommercial-Share Alike 3.0 United States,218,,1,,[],Hand Of Doomish
636,1944,256000,0,,2008-11-26 03:14:48,2008-11-26 00:00:00,151,0,Rock,[12],[12],,2799,en,Attribution-Noncommercial-Share Alike 3.0 United States,445,,1,,[],Who Farted
637,1945,256000,0,,2008-11-26 03:14:51,2008-11-26 00:00:00,107,0,Rock,[58],"[58, 12]",,1468,en,Attribution-Noncommercial-Share Alike 3.0 United States,344,,1,,[],Volume One
638,1946,256000,0,,2008-11-26 03:14:53,2008-11-26 00:00:00,214,0,Rock,[58],"[58, 12]",,732,en,Attribution-Noncommercial-Share Alike 3.0 United States,395,,6,,[],Shamanix
639,1947,256000,0,,2008-11-26 03:14:55,2008-11-26 00:00:00,46,1,Rock,[12],[12],,1370,en,Attribution-Noncommercial-Share Alike 3.0 United States,625,,1,,[],Olympic Sue
640,1948,256000,0,,2008-11-26 03:14:57,2008-11-26 00:00:00,84,0,Rock,[12],[12],,365,en,Attribution-Noncommercial-Share Alike 3.0 United States,113,,2,,[],Looming Vesuvius
641,1949,256000,0,,2008-11-26 03:14:58,2008-11-26 00:00:00,101,0,Rock,[12],[12],,585,en,Attribution-Noncommercial-Share Alike 3.0 United States,134,,3,,[],Tight Thuds
642,1950,256000,0,,2008-11-26 03:15:00,2008-11-26 00:00:00,156,0,Rock,[12],[12],,793,en,Attribution-Noncommercial-Share Alike 3.0 United States,62,,4,,[],Hillyard Era
643,1951,256000,0,,2008-11-26 03:15:03,2008-11-26 00:00:00,105,0,Rock,[12],[12],,319,en,Attribution-Noncommercial-Share Alike 3.0 United States,65,,5,,[],Rubes
644,1952,256000,0,,2008-11-26 03:15:05,2008-11-26 00:00:00,155,1,Rock,[12],[12],,329,en,Attribution-Noncommercial-Share Alike 3.0 United States,145,,6,,[],Dirty Wise
645,1953,256000,0,,2008-11-26 03:15:07,2008-11-26 00:00:00,148,0,Rock,[12],[12],,596,en,Attribution-Noncommercial-Share Alike 3.0 United States,90,,7,,[],Rancid Hearts
646,1954,256000,0,,2008-11-26 03:15:10,2008-11-26 00:00:00,123,0,Rock,[12],[12],,346,en,Attribution-Noncommercial-Share Alike 3.0 United States,89,,8,,[],Chairman of the Ask Me Society
647,1955,256000,0,,2008-11-26 03:15:11,2008-11-26 00:00:00,58,0,Rock,[12],[12],,1114,en,Attribution-Noncommercial-Share Alike 3.0 United States,230,,9,,[],Dead Ray
648,1956,256000,0,,2008-11-26 03:15:13,2008-11-26 00:00:00,86,0,Rock,[12],[12],,575,en,Attribution-Noncommercial-Share Alike 3.0 United States,111,,10,,[],Holy Face
649,1957,256000,0,,2008-11-26 03:15:15,2008-11-26 00:00:00,87,0,Rock,[12],[12],,368,en,Attribution-Noncommercial-Share Alike 3.0 United States,117,,11,,[],Spectacle Bears
650,1958,256000,0,,2008-11-26 03:15:16,2008-11-26 00:00:00,91,0,Rock,[12],[12],,376,en,Attribution-Noncommercial-Share Alike 3.0 United States,79,,12,,[],Crunch Year
651,1959,256000,0,,2008-11-26 03:15:19,2008-11-26 00:00:00,183,1,Rock,[12],[12],,866,en,Attribution-Noncommercial-Share Alike 3.0 United States,97,,13,,[],Monster Pie Fake
652,1960,256000,0,,2008-11-26 03:15:21,2008-11-26 00:00:00,68,0,Rock,[12],[12],,359,en,Attribution-Noncommercial-Share Alike 3.0 United States,107,,14,,[],Casual Strikeouts
653,1961,256000,0,,2008-11-26 03:15:23,2008-11-26 00:00:00,118,0,Rock,[12],[12],,685,en,Attribution-Noncommercial-Share Alike 3.0 United States,64,,15,,[],Shitbreath
654,1962,256000,0,,2008-11-26 03:15:26,2008-11-26 00:00:00,112,0,Rock,[12],[12],,618,en,Attribution-Noncommercial-Share Alike 3.0 United States,137,,16,,[],Jeff Lynne Funk
655,1983,160000,0,,2008-11-26 03:17:02,,268,2,Rock,[53],"[45, 12, 53]",,638,en,Attribution-Noncommercial-Share Alike 3.0 United States,204,,2,,[],City of Industry
656,1984,160000,0,,2008-11-26 03:17:05,,232,0,Rock,[53],"[45, 12, 53]",,740,en,Attribution-Noncommercial-Share Alike 3.0 United States,76,,3,,[],King of Prussia
657,1985,160000,0,,2008-11-26 03:17:08,,296,0,Rock,[53],"[45, 12, 53]",,290,en,Attribution-Noncommercial-Share Alike 3.0 United States,22,,4,,[],Chadron
658,1986,160000,0,,2008-11-26 03:17:10,,129,0,Rock,[53],"[45, 12, 53]",,592,en,Attribution-Noncommercial-Share Alike 3.0 United States,28,,5,,[],Barrow
659,1987,160000,0,,2008-11-26 03:17:11,,34,0,Rock,[53],"[45, 12, 53]",,954,en,Attribution-Noncommercial-Share Alike 3.0 United States,50,,6,,[],Burbank
660,1988,160000,0,,2008-11-26 03:17:13,,203,0,Rock,[53],"[45, 12, 53]",,854,en,Attribution-Noncommercial-Share Alike 3.0 United States,306,,7,,[],Miami
661,1989,160000,0,,2008-11-26 03:17:15,,210,0,Rock,[53],"[45, 12, 53]",,269,en,Attribution-Noncommercial-Share Alike 3.0 United States,51,,8,,[],Ft Leonard Wood
662,1990,160000,0,,2008-11-26 03:17:18,,222,0,Rock,[53],"[45, 12, 53]",,275,en,Attribution-Noncommercial-Share Alike 3.0 United States,40,,9,,[],Federal Way
663,1991,160000,0,,2008-11-26 03:17:20,,136,0,Rock,[53],"[45, 12, 53]",,145,en,Attribution-Noncommercial-Share Alike 3.0 United States,20,,10,,[],Renwick
664,1992,160000,0,,2008-11-26 03:17:22,,235,0,Rock,[53],"[45, 12, 53]",,375,en,Attribution-Noncommercial-Share Alike 3.0 United States,61,,11,,[],Mobile
665,1993,160000,0,,2008-11-26 03:17:24,,216,0,Rock,[53],"[45, 12, 53]",,250,en,Attribution-Noncommercial-Share Alike 3.0 United States,41,,12,,[],Mt Pleasant
666,1994,160000,0,,2008-11-26 03:17:27,,117,0,Rock,[53],"[45, 12, 53]",,346,en,Attribution-Noncommercial-Share Alike 3.0 United States,80,,13,,[],Baltimore
667,1995,160000,0,,2008-11-26 03:17:30,,331,0,Rock,[53],"[45, 12, 53]",,1034,en,Attribution-Noncommercial-Share Alike 3.0 United States,433,,14,,[],Battle Creek (Theme for Boiled Diet Soft Drinks)
668,2009,192000,0,,2008-11-26 03:18:23,,654,0,Rock,[12],[12],,107,en,,69,,8,,[],Swamputee
669,2014,192000,0,,2008-11-26 03:18:38,2008-11-26 00:00:00,204,3,Rock,[66],"[66, 12]","<p>Lyxes sings over Xiu Xiu's ""Please Sing On This""</p>",1063,en,Attribution-NonCommercial-ShareAlike 3.0 International,687,,0,,[],Lyxes: Leave this town
670,2016,128000,1,,2008-11-26 03:18:45,2008-11-26 00:00:00,385,5,Rock,[66],"[66, 12]","<p>Unpop sings on Xiu Xiu's ""Will You Please Sing On This""</p>",1070,en,Attribution-NonCommercial-ShareAlike 3.0 International,640,,0,,[],Unpop: I am writing to let you know that things are going ok
671,2017,256000,0,,2008-11-26 03:18:47,2008-11-26 00:00:00,203,7,Rock,[66],"[66, 12]",,1956,en,Attribution-NonCommercial-ShareAlike 3.0 International,1230,,0,,[],untitled:will you please sing on this
672,2069,128000,0,,2008-11-26 03:21:08,,108,2,Rock,[25],"[25, 12]",,1062,en,Attribution-NonCommercial-ShareAlike 3.0 International,377,,3,,[],stop standing still
673,2070,128000,0,,2008-11-26 03:21:09,,81,0,Rock,[25],"[25, 12]",,6103,en,Attribution-NonCommercial-ShareAlike 3.0 International,220,,7,,[],Take a Look
674,2125,256000,0,,2008-12-02 11:50:48,2000-10-26 00:00:00,155,4,Rock,[25],"[25, 12]",,2115,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,1531,,0,,[],Hoboken Sucks
675,2126,256000,0,,2008-12-02 13:50:39,2008-12-02 00:00:00,226,1,Rock,[12],[12],,480,en,Attribution-NonCommercial-ShareAlike 3.0 International,169,,1,,[],Mergatroid
676,2127,256000,0,,2008-12-02 14:02:19,2008-12-02 00:00:00,208,0,Rock,[12],[12],,440,en,Attribution-NonCommercial-ShareAlike 3.0 International,201,,4,,[],Angel Duster
677,2128,256000,0,,2008-12-02 14:09:47,2008-12-02 00:00:00,258,0,Rock,[12],[12],,614,en,Attribution-NonCommercial-ShareAlike 3.0 International,66,,10,,[],Corsair
678,2129,256000,0,,2008-12-02 14:10:24,2008-12-02 00:00:00,153,0,Rock,[12],[12],,886,en,Attribution-NonCommercial-ShareAlike 3.0 International,51,,11,,[],Ode
679,3269,192000,0,,2008-12-04 19:25:10,2008-12-04 00:00:00,115,0,Rock,[85],"[12, 85]",<p>Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache</p>,1964,en,,1722,,1,,[],Bullet Train
680,3351,192000,0,,2008-12-04 19:37:47,2008-12-04 00:00:00,148,0,Rock,[85],"[12, 85]",<p>Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache</p>,4693,en,,4009,,2,,[],Boys Life
681,3352,192000,0,,2008-12-04 19:37:48,2008-12-04 00:00:00,135,0,Rock,[85],"[12, 85]",<p>Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache</p>,2142,en,,1688,,3,,[],Bad Kids
682,3353,192000,0,,2008-12-04 19:37:51,2008-12-04 00:00:00,135,1,Rock,[85],"[12, 85]",<p>Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache</p>,1423,en,,1131,,4,,[],Crystal Clear
683,3354,192000,0,,2008-12-04 19:37:52,2008-12-04 00:00:00,141,0,Rock,[85],"[12, 85]",<p>Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache</p>,647,en,,503,,5,,[],White Hammer
684,3355,192000,0,,2008-12-04 19:37:54,2008-12-04 00:00:00,57,0,Rock,[85],"[12, 85]",<p>Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache</p>,275,en,,235,,6,,[],Beat It 2 Death
685,3356,192000,0,,2008-12-04 19:37:57,2008-12-04 00:00:00,279,1,Rock,[85],"[12, 85]",<p>Engineered by Diane Farris and Stu Rutherford http://creativecommons.org/licenses/by-nc-sa/3.0/us/legalcode http://www.myspace.com/sfapache</p>,593,en,,505,,7,,[],10-99
686,3401,256000,0,,2008-12-04 19:43:59,2008-10-25 00:00:00,177,0,Rock,[66],"[66, 12]",<p>Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0<br />http://creativecommons.org/licenses/by-nc-sa/3.0/</p>,962,en,Attribution-NonCommercial-ShareAlike 3.0 International,560,,1,,[],Taste My Snow
687,3402,256000,0,,2008-12-04 19:44:01,2008-10-25 00:00:00,102,1,Rock,[66],"[66, 12]",<p>Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0<br />http://creativecommons.org/licenses/by-nc-sa/3.0/</p>,663,en,Attribution-NonCommercial-ShareAlike 3.0 International,227,,2,,[],Question Democracy
688,3403,256000,0,,2008-12-04 19:44:04,2008-10-25 00:00:00,219,0,Rock,[66],"[66, 12]",<p>Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0<br />http://creativecommons.org/licenses/by-nc-sa/3.0/</p>,630,en,Attribution-NonCommercial-ShareAlike 3.0 International,192,,3,,[],Higher
689,3404,256000,0,,2008-12-04 19:44:06,2008-10-25 00:00:00,125,0,Rock,[66],"[66, 12]",<p>Recorded 10/25/08 Licensed under Creative Commons nc-sa-3.0<br />http://creativecommons.org/licenses/by-nc-sa/3.0/</p>,471,en,Attribution-NonCommercial-ShareAlike 3.0 International,143,,4,,[],Come To Rest
